AGS_final,risk,lisa_I,lisa_p,lisa_class
01061013,0,0.10245161189946368,0.5217313917422486,Not significant
01061014,0,0.10245161189946368,0.5217313917422486,Not significant
01061021,0,0.10245161189946368,0.5217313917422486,Not significant
01061031,0,0.10245161189946368,0.5217313917422486,Not significant
01061033,0,0.10245161189946368,0.5217313917422486,Not significant
01061043,0,0.10245161189946368,0.5217313917422486,Not significant
01061048,0,0.10245161189946368,0.5217313917422486,Not significant
01061066,0,0.10245161189946368,0.5217313917422486,Not significant
01061076,0,0.10245161189946368,0.5217313917422486,Not significant
01061078,0,0.10002903948209506,0.5316198142627544,Not significant
